GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1
 "00000","United States *", ,SQGDP2,1,"...","All industry total ","Millions of current dollars",12767286.0,12922656.0,13142642.0,13324204.0,13599160.0,13753424.0,13870188.0,14039560.0,14215651.0,14402082.0,14564117.0,14715058.0,14706538.0,14865701.0,14898999.0,14608208.0,14430901.0,14381236.0,14448882.0,14651248.0,14764611.0,14980193.0,15141605.0,15309471.0,15351444.0,15557535.0,15647681.0,15842267.0,16068824.0,16207130.0,16319540.0,16420386.0,16629050.0,16699551.0,16911068.0,17133114.0,17144281.0,17462703.0,17743227.0,17852540.0,17991348.0,18193707.0,18306960.0,18332079.0,18425306.0,18611617.0,18775459.0,18968041.0,19148194.0,19304506.0,19561896.0,19894750.0,20155486.0,20470197.0,20687278.0,20819269.0,21013085.0,21272448.0,21531839.0,21706532.0,21538032.0,19636731.0,21362428.0,21704706.0,22313850.0,23046934.0,23550420.0,24349121.0,24740480.0,25248476.0,25723941.0,26137992.0,26529774.0
 "00000","United States *", ,SQGDP2,2,"..."," Private industries ","Millions of current dollars",11083770.0,11222496.0,11423685.0,11585763.0,11840232.0,11974677.0,12066917.0,12212519.0,12361202.0,12528213.0,12665868.0,12793370.0,12758362.0,12897134.0,12905095.0,12592432.0,12411057.0,12341084.0,12397079.0,12582834.0,12677794.0,12869379.0,13027822.0,13189025.0,13222121.0,13417010.0,13505235.0,13706320.0,13920138.0,14056091.0,14158509.0,14243187.0,14434626.0,14492078.0,14696010.0,14900035.0,14896854.0,15201997.0,15464589.0,15553839.0,15673388.0,15859287.0,15958805.0,15974841.0,16060307.0,16234827.0,16383681.0,16564834.0,16730594.0,16872946.0,17108398.0,17414850.0,17645963.0,17933657.0,18125465.0,18245085.0,18432334.0,18675663.0,18901737.0,19040348.0,18822568.0,16979280.0,18659118.0,18979774.0,19562668.0,20258677.0,20706948.0,21480508.0,21837496.0,22313723.0,22743716.0,23114476.0,23457800.0
 "00000","United States *", ,SQGDP2,3,"11","   Agriculture, forestry, fishing and hunting ","Millions of current dollars",131042.0,131608.0,129501.0,125656.0,121065.0,124642.0,128546.0,131177.0,145057.0,140817.0,142463.0,153675.0,157067.0,153052.0,139815.0,133919.0,123476.0,123806.0,128247.0,140670.0,134684.0,140350.0,148106.0,156579.0,181475.0,173407.0,181364.0,180376.0,181649.0,177809.0,174926.0,180336.0,217344.0,223558.0,220880.0,195356.0,195311.0,210971.0,194570.0,194795.0,179718.0,179707.0,183297.0,177830.0,170356.0,170342.0,165488.0,157207.0,180896.0,178554.0,169840.0,172445.0,177032.0,181441.0,169419.0,169874.0,156320.0,155974.0,160755.0,164924.0,177606.0,132405.0,159031.0,179814.0,173305.0,212144.0,221682.0,219138.0,264880.0,291858.0,296285.0,302608.0,301183.0
 "00000","United States *", ,SQGDP2,6,"21","   Mining, quarrying, and oil and gas extraction ","Millions of current dollars",196404.0,210098.0,232518.0,262645.0,267868.0,272625.0,276998.0,275090.0,282428.0,315248.0,319225.0,339586.0,358168.0,427468.0,431661.0,352764.0,289342.0,262291.0,265139.0,284942.0,306906.0,296778.0,300961.0,320774.0,335908.0,363219.0,359225.0,372787.0,371237.0,355551.0,351502.0,363805.0,370962.0,384081.0,402697.0,393274.0,412701.0,435832.0,432217.0,387426.0,290419.0,279216.0,251444.0,225714.0,196779.0,211885.0,222767.0,240887.0,261010.0,268065.0,272807.0,299704.0,308078.0,322567.0,331543.0,324038.0,305706.0,308686.0,291336.0,289004.0,246406.0,139449.0,193578.0,224812.0,283270.0,310835.0,342263.0,399370.0,432565.0,538673.0,520132.0,442660.0,389990.0
 "00000","United States *", ,SQGDP2,10,"22","   Utilities ","Millions of current dollars",191820.0,189488.0,199880.0,210466.0,220379.0,226594.0,231696.0,227985.0,228354.0,233280.0,235863.0,230032.0,222988.0,240058.0,251869.0,251756.0,263410.0,252633.0,250826.0,264408.0,274608.0,274345.0,282270.0,285202.0,275905.0,289919.0,290304.0,296996.0,273120.0,282699.0,284395.0,282388.0,288295.0,287186.0,283754.0,288424.0,301382.0,295756.0,298138.0,298119.0,299838.0,297068.0,303018.0,296984.0,295236.0,298246.0,307407.0,307135.0,305189.0,313825.0,310873.0,316337.0,318856.0,320546.0,314888.0,321876.0,322614.0,327106.0,335312.0,338173.0,324803.0,333396.0,349685.0,343917.0,372146.0,364071.0,378421.0,399106.0,390395.0,450041.0,469357.0,451008.0,446050.0
 "00000","United States *", ,SQGDP2,11,"23","   Construction ","Millions of current dollars",627506.0,643639.0,664215.0,670894.0,698515.0,698450.0,691536.0,699721.0,715782.0,723123.0,720181.0,703890.0,668495.0,652328.0,640791.0,635503.0,596894.0,569080.0,557742.0,537944.0,519263.0,528035.0,528535.0,527135.0,512214.0,523465.0,530349.0,536435.0,549621.0,553284.0,553767.0,563106.0,572714.0,580131.0,595494.0,606400.0,616391.0,630728.0,644844.0,658641.0,673694.0,690020.0,703357.0,714210.0,730939.0,739136.0,750033.0,770729.0,787277.0,791550.0,804380.0,819325.0,833156.0,842268.0,851676.0,862064.0,886774.0,899794.0,912702.0,916731.0,918090.0,849817.0,895946.0,913630.0,932761.0,937902.0,941235.0,969311.0,986297.0,987909.0,1008856.0,1044993.0,1062023.0
 "00000","United States *", ,SQGDP2,12,"31-33","   Manufacturing ","Millions of current dollars",1669927.0,1667324.0,1702922.0,1729864.0,1779246.0,1797245.0,1793241.0,1804300.0,1800104.0,1856551.0,1862826.0,1863542.0,1802765.0,1818473.0,1831267.0,1755798.0,1689749.0,1673606.0,1697790.0,1742243.0,1753090.0,1784366.0,1818165.0,1843551.0,1842453.0,1870910.0,1875477.0,1905521.0,1921451.0,1937744.0,1946511.0,1932923.0,1984022.0,1969871.0,1995116.0,2040195.0,1997795.0,2039993.0,2089290.0,2086886.0,2118671.0,2134235.0,2154274.0,2116813.0,2097590.0,2103644.0,2103537.0,2106623.0,2144372.0,2170016.0,2211211.0,2273057.0,2296128.0,2326099.0,2346294.0,2371548.0,2343830.0,2368369.0,2379602.0,2383827.0,2321514.0,2052715.0,2294985.0,2297812.0,2381856.0,2463719.0,2496924.0,2644709.0,2703231.0,2767993.0,2808918.0,2894465.0,2904536.0
 "00000","United States *", ,SQGDP2,13,"321,327-339","     Durable goods manufacturing ","Millions of current dollars",944071.0,946404.0,960345.0,974560.0,1004289.0,1003880.0,993981.0,1014766.0,1011455.0,1030721.0,1047718.0,1034298.0,1012042.0,1010825.0,1005244.0,972814.0,897199.0,866775.0,865404.0,892148.0,910525.0,955920.0,990085.0,1005614.0,1005756.0,1006677.0,1013840.0,1045279.0,1053650.0,1069173.0,1067707.0,1070314.0,1092789.0,1093593.0,1109870.0,1121722.0,1103055.0,1123014.0,1156318.0,1159995.0,1177740.0,1182227.0,1191576.0,1186056.0,1185351.0,1183783.0,1187871.0,1194090.0,1207966.0,1221976.0,1242627.0,1269978.0,1280906.0,1292876.0,1307066.0,1316496.0,1327871.0,1330330.0,1326999.0,1327190.0,1304756.0,1144213.0,1322170.0,1324511.0,1357291.0,1391731.0,1378777.0,1452138.0,1486465.0,1503006.0,1543634.0,1595024.0,1592862.0
 "00000","United States *", ,SQGDP2,25,"311-316,322-326","     Nondurable goods manufacturing ","Millions of current dollars",725856.0,720919.0,742577.0,755304.0,774957.0,793365.0,799260.0,789534.0,788648.0,825830.0,815108.0,829244.0,790723.0,807648.0,826023.0,782984.0,792550.0,806832.0,832386.0,850095.0,842565.0,828446.0,828079.0,837937.0,836696.0,864233.0,861637.0,860241.0,867801.0,868572.0,878804.0,862608.0,891234.0,876278.0,885246.0,918473.0,894739.0,916980.0,932972.0,926891.0,940931.0,952008.0,962698.0,930757.0,912239.0,919861.0,915667.0,912533.0,936406.0,948040.0,968584.0,1003078.0,1015222.0,1033222.0,1039228.0,1055052.0,1015958.0,1038039.0,1052603.0,1056637.0,1016758.0,908502.0,972816.0,973301.0,1024565.0,1071988.0,1118147.0,1192571.0,1216766.0,1264987.0,1265283.0,1299440.0,1311674.0
 "00000","United States *", ,SQGDP2,34,"42","   Wholesale trade ","Millions of current dollars",741903.0,745143.0,759651.0,772155.0,793453.0,807397.0,817882.0,826937.0,846876.0,857872.0,859849.0,868179.0,872212.0,887552.0,896308.0,883256.0,837130.0,820566.0,825584.0,852038.0,862283.0,882169.0,907453.0,908020.0,914088.0,934956.0,935924.0,963373.0,982263.0,994885.0,1006487.0,1017528.0,1030413.0,1028169.0,1047296.0,1063114.0,1050593.0,1076031.0,1110413.0,1121371.0,1135050.0,1151513.0,1145444.0,1142261.0,1137149.0,1133166.0,1135116.0,1137952.0,1145406.0,1157362.0,1169944.0,1190205.0,1194270.0,1208863.0,1221869.0,1244484.0,1266097.0,1267335.0,1287833.0,1288530.0,1289834.0,1151064.0,1304536.0,1314349.0,1369461.0,1433379.0,1462100.0,1513047.0,1575003.0,1602401.0,1626884.0,1648961.0,1668108.0
